time_s,stable_fraction,neutral_fraction,upward_fraction,mean_inverse_length,median_stable_L,mean_zeta,max_zeta,mean_phi_m,mean_phi_h,mean_inverse_phi_m,mean_inverse_phi_h
25800,1,0,0,0.006387790708,156.4422345,0.03992369193,0.04586694122,1.383267462,1.622809609,0.7229917416,0.616322766
26400,1,0,0,0.006522369508,153.2027136,0.04076480942,0.04526216362,1.391342189,1.635931043,0.7187996035,0.6113851505
27000,1,0,0,0.006155898471,163.9490663,0.03847436544,0.04399782338,1.369353928,1.600200115,0.7303686852,0.6250824843
27600,1,0,0,0.00634597076,157.9252784,0.03966231725,0.04556859785,1.380758265,1.618732164,0.7243386584,0.6179293558
28200,1,0,0,0.006640762221,149.8716275,0.04150476388,0.04616632941,1.398445753,1.647474332,0.7151583064,0.6071170709
28800,1,0,0,0.006504435408,153.2800958,0.0406527213,0.04543376563,1.390266144,1.634182467,0.7193480844,0.6120265542
29400,1,0,0,0.006595003688,151.0616283,0.04121877305,0.04593696794,1.395700241,1.643012875,0.7165765982,0.6087844001
30000,1,0,0,0.006878506816,145.2873629,0.0429906676,0.04824261414,1.412710429,1.67065443,0.7079371797,0.5986924233
30600,1,0,0,0.006744414616,148.3041882,0.04215259135,0.04732813395,1.404664896,1.657580441,0.7119850274,0.6034037962
31200,1,0,0,0.006714722645,148.9955799,0.04196701653,0.04796792637,1.402883378,1.654685474,0.7129207001,0.6045103383
31800,1,0,0,0.007037908912,142.5053871,0.0439869307,0.05002883845,1.422274554,1.686196136,0.7031761282,0.5931726878
32400,1,0,0,0.006853865213,145.6931635,0.04283665758,0.04781406024,1.411231932,1.668251875,0.7087087066,0.5996028649
