time_s,naive_float32_K_m_s,centered_float32_K_m_s,quantized_input_float64_K_m_s
560.0,-0.0007266998291015625,0.0007712171645835042,0.0007708645759805984
570.0,-0.000732421875,0.0007900495547801256,0.0007898307649060232
580.0,-0.0007715225219726562,0.0007838901947252452,0.0007835690392618942
590.0,-0.0007610321044921875,0.0007950765429995954,0.0007946682471075672
600.0,-0.0008020401000976562,0.0007973098545335233,0.0007970009684230017
610.0,-0.0008382797241210938,0.0007978608482517302,0.0007976178101042841
620.0,-0.0008335113525390625,0.0008101567509584129,0.0008097910110410417
630.0,-0.00086212158203125,0.0008018873631954193,0.0008014967532373623
640.0,-0.0008897781372070312,0.0008208358776755631,0.0008205670189576476
650.0,-0.0009412765502929688,0.000806305673904717,0.0008060328226611363
660.0,-0.0009145736694335938,0.0008294213912449777,0.0008290235635657589
670.0,-0.0009679794311523438,0.0008134001982398331,0.0008130285702429802
680.0,-0.000972747802734375,0.0008343390072695911,0.0008340936226339192
690.0,-0.0010242462158203125,0.00082194380229339,0.000821624902138069
700.0,-0.001003265380859375,0.0008374739554710686,0.0008370711140187605
710.0,-0.0010652542114257812,0.0008321530767716467,0.0008318381169094155
720.0,-0.0010976791381835938,0.0008380356593988836,0.0008378153207811423
730.0,-0.0010957717895507812,0.0008426634594798088,0.0008423197566528894
740.0,-0.0011091232299804688,0.0008389887516386807,0.0008385964831760811
750.0,-0.0011339187622070312,0.0008521232521161437,0.0008518707147094708
760.0,-0.0011720657348632812,0.0008399088983424008,0.0008396820763927709
770.0,-0.0011472702026367188,0.0008599864086136222,0.0008596049274226959
780.0,-0.00119781494140625,0.0008432755712419748,0.0008429058870633983
790.0,-0.0012121200561523438,0.0008646349306218326,0.0008644268850969844
800.0,-0.0012788772583007812,0.0008482742123305798,0.0008479976383817062
810.0,-0.0012331008911132812,0.0008672159165143967,0.0008668107154064474
820.0,-0.0013170242309570312,0.0008556105894967914,0.0008552925851109882
830.0,-0.0013399124145507812,0.0008668150985613465,0.0008666366712684032
840.0,-0.0013551712036132812,0.0008640052401460707,0.0008636887026989131
850.0,-0.0013551712036132812,0.0008660266175866127,0.0008656252395885669
