time_s,stable_fraction,neutral_fraction,upward_fraction,mean_inverse_length,median_stable_L,mean_zeta,max_zeta,mean_phi_m,mean_phi_h,mean_inverse_phi_m,mean_inverse_phi_h
17400,1,0,0,0.006251220866,161.029998,0.07814026082,0.08664843626,1.750146527,2.218988097,0.5714541499,0.4507507128
18000,1,0,0,0.00628090338,159.3970293,0.07851129225,0.08777905023,1.753708428,2.22477619,0.5702915495,0.4495756184
18600,1,0,0,0.006170731477,162.1608562,0.07713414346,0.08455513162,1.740487798,2.203292668,0.5746138844,0.4539471917
19200,1,0,0,0.006318301032,158.7161585,0.07897876291,0.08858348592,1.758196147,2.23206873,0.5688990326,0.4481880848
19800,1,0,0,0.006024896927,166.8256788,0.07531121158,0.08356914623,1.722987656,2.17485493,0.5804388034,0.4598684068
20400,1,0,0,0.006344274577,158.6167867,0.07930343221,0.08850647719,1.761312971,2.237133573,0.5678461648,0.4471135731
21000,1,0,0,0.006264210068,159.7606265,0.07830262585,0.08658288862,1.751705235,2.221520995,0.5709284286,0.4502146182
21600,1,0,0,0.006234471046,160.8262984,0.07793088807,0.08574135718,1.748136547,2.215721883,0.5721121719,0.4514166725
22200,1,0,0,0.006445853472,155.6863618,0.0805731684,0.09065268096,1.77350244,2.256941458,0.5639775257,0.4432330709
22800,1,0,0,0.006551943795,152.9985812,0.08189929744,0.09092993569,1.786233278,2.277629069,0.5599230258,0.4391619891
23400,1,0,0,0.006627916029,151.5482971,0.08284895036,0.09358609095,1.795349947,2.292443656,0.5571535635,0.4364171342
24000,1,0,0,0.006852495417,146.2052918,0.08565619271,0.09504837799,1.822299473,2.336236636,0.5488278223,0.4281271634
24600,1,0,0,0.00689727835,145.7797823,0.08621597938,0.09414665983,1.827673425,2.344969317,0.5472401367,0.4265651837
25200,1,0,0,0.006713618233,149.3922772,0.08392022791,0.09457970154,1.805634209,2.309155583,0.5539749255,0.4332514954
25800,1,0,0,0.006889313453,145.6150992,0.08611641816,0.09546288638,1.826717635,2.343416161,0.5475546242,0.4268832401
26400,1,0,0,0.007118247528,140.0007934,0.0889780941,0.09878228884,1.854189725,2.388058298,0.5394035771,0.4188546522
27000,1,0,0,0.007315851002,136.5471108,0.09144813753,0.1007353072,1.877902148,2.426590981,0.5326262593,0.4122441253
27600,1,0,0,0.006911420476,145.0346972,0.08639275595,0.0988281914,1.82937048,2.347727023,0.5468472583,0.4262075187
28200,1,0,0,0.00711638557,140.3519558,0.08895481963,0.09775675135,1.853966291,2.387695222,0.539513093,0.4189735164
28800,1,0,0,0.007407385923,134.6963295,0.09259232404,0.1025416306,1.888886343,2.444440293,0.5295148973,0.4092163299
29400,1,0,0,0.007642605793,131.0993617,0.09553257241,0.1032896107,1.917112737,2.490308167,0.5216764476,0.4016273944
30000,1,0,0,0.00766096052,130.7406916,0.0957620065,0.1072834595,1.919315304,2.493887334,0.5210915297,0.4010674324
30600,1,0,0,0.007196138448,138.9261434,0.0899517306,0.09819063125,1.863536639,2.403247035,0.5366975701,0.4162064876
31200,1,0,0,0.007271749364,138.2557374,0.09089686704,0.1000663964,1.872609947,2.417991165,0.5340816012,0.4136491455
31800,1,0,0,0.00745945539,133.8562284,0.09324319237,0.100136688,1.895134679,2.454593835,0.527728104,0.4074736493
32400,1,0,0,0.007420805169,135.1953044,0.09276006462,0.1001971308,1.890496649,2.447057041,0.5290178712,0.4087226484
