figure,page,experiment,case_id,variable,coordinate,coordinate_value,value,units,averaging,svg_path_index,svg_x_pt,svg_y_pt,outline_halfwidth_value,intersection_count,method
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.26,0.7215284780569777,1,instantaneous plotted series,430,264.67062525,506.3587961,0.008188370110476911,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.28,0.7170109371306348,1,instantaneous plotted series,430,265.554844,506.8581079,0.011064524449262191,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.3,0.7102614421821268,1,instantaneous plotted series,430,266.43906275,507.60411165,0.010010511516498613,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.32,0.7058709132646853,1,instantaneous plotted series,430,267.3232815,508.08938515,0.008090768470831997,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.34,0.7028127781664604,1,instantaneous plotted series,430,268.20750025,508.4273927,0.010259796887908663,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.36,0.6965255737982816,1,instantaneous plotted series,430,269.091719,509.1223007,0.009992788752799577,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.38,0.6890742199504949,1,instantaneous plotted series,430,269.97593775,509.94587905000003,0.011512347116565305,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.4,0.6774017993230712,1,instantaneous plotted series,430,270.8601565,511.2360007,0.015553144025608758,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.42,0.6690507387022709,1,instantaneous plotted series,430,271.74437525,512.15902125,0.012494531217541691,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.44,0.6588633537597717,1,instantaneous plotted series,430,272.628594,513.2850058500001,0.011405087685812863,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.46,0.6553894052678955,1,instantaneous plotted series,430,273.51281275,513.66897215,0.008224613178074724,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.48,0.6541436316428633,1,instantaneous plotted series,430,274.3970315,513.8066642,0.008413926059780724,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.5,0.651782618154653,1,instantaneous plotted series,430,275.28125025,514.0676207500001,0.00876559243113642,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.52,0.6483662640079371,1,instantaneous plotted series,430,276.16546900000003,514.4452213,0.00835823576833584,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.54,0.6458595580655586,1,instantaneous plotted series,430,277.04968775000003,514.7222808500001,0.009040223114381948,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.56,0.6420305037819422,1,instantaneous plotted series,430,277.93390650000003,515.14549605,0.008556398043908677,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.58,0.6435479807603088,1,instantaneous plotted series,430,278.81812525,514.97777335,0.008776485663131328,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.6,0.6466975814600234,1,instantaneous plotted series,430,279.70234400000004,514.62965635,0.008239487325416931,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.62,0.6451669950559934,1,instantaneous plotted series,430,280.58656275,514.798828,0.00793426285535292,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.64,0.6409328378505139,1,instantaneous plotted series,430,281.4707815,515.2668181500001,0.011693359337395905,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.66,0.6323601013157429,1,instantaneous plotted series,430,282.35500025,516.2143399500001,0.01163978164534524,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.68,0.6229725736465729,1,instantaneous plotted series,430,283.239219,517.25191845,0.012762641342399787,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.7,0.6131142036671033,1,instantaneous plotted series,430,284.12343775,518.3415379,0.014316393054735749,2,filled vector outline midpoint
