figure,page,experiment,case_id,variable,coordinate,coordinate_value,value,units,averaging,svg_path_index,svg_x_pt,svg_y_pt,outline_halfwidth_value,intersection_count,method
4,9,Mixed-SGS,25MS,q_t,height_m,830.0,0.008348149978137655,kg kg^-1,2-4 h,311,356.5693925,512.9318677482788,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,840.0,0.008164230985102482,kg kg^-1,2-4 h,311,353.4056252,512.0359038052103,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,850.0,0.007752485056744238,kg kg^-1,2-4 h,311,346.3227879,511.1399398621418,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,860.0,0.006873118720729869,kg kg^-1,2-4 h,311,331.1959627,510.2439759190733,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,870.0,0.005114224415964038,kg kg^-1,2-4 h,311,300.9395319,509.3480119760048,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,880.0,0.0029356568539758436,kg kg^-1,2-4 h,311,263.4638982,508.45204803293626,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,890.0,0.001844903946853494,kg kg^-1,2-4 h,311,244.7008095,507.5560840898678,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,900.0,0.0015654973972807212,kg kg^-1,2-4 h,311,239.894469,506.6601201467993,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,910.0,0.0015089337523598123,kg kg^-1,2-4 h,311,238.9214634,505.76415620373075,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,920.0,0.0015013442570766056,kg kg^-1,2-4 h,311,238.7909092,504.8681922606622,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,930.0,0.0015000852145575332,kg kg^-1,2-4 h,311,238.7692512,503.9722283175937,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,940.0,0.0015000599848755084,kg kg^-1,2-4 h,311,238.7688172,503.07626437452524,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,950.0,0.0015000347610067755,kg kg^-1,2-4 h,311,238.7683833,502.1803004314567,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,960.0,0.0015000095313247508,kg kg^-1,2-4 h,311,238.7679493,501.2843364883882,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,970.0,0.0014999843074560179,kg kg^-1,2-4 h,311,238.7675154,500.3883725453197,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,980.0,0.0014999590835872837,kg kg^-1,2-4 h,311,238.7670815,499.4924086022512,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,990.0,0.0014999338539052605,kg kg^-1,2-4 h,311,238.7666475,498.5964446591827,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1000.0,0.001499908630036526,kg kg^-1,2-4 h,311,238.7662136,497.70048071611416,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1010.0,0.0014998834003545028,kg kg^-1,2-4 h,311,238.7657796,496.80451677304563,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1020.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,495.90855282997717,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1030.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,495.01258888690865,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1040.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,494.1166249438401,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1050.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,493.22066100077166,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1060.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,492.32469705770313,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1070.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,491.4287331146346,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1080.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,490.5327691715661,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1090.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,489.63680522849756,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1100.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,488.7408412854291,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1110.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,487.8448773423606,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1120.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,486.94891339929205,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1130.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,486.05294945622353,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1140.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,485.15698551315506,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1150.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,484.26102157008654,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1160.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,483.365057627018,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1170.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,482.4690936839495,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1180.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,481.573129740881,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,25MS,q_t,height_m,1190.0,0.0014998707564470373,kg kg^-1,2-4 h,311,238.7655621,480.6771657978125,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,10.0,0.009664673095741812,kg kg^-1,2-4 h,312,379.2161715,586.4009110798966,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,20.0,0.00952259737919806,kg kg^-1,2-4 h,312,376.7721906,585.504947136828,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,30.0,0.009428840346315682,kg kg^-1,2-4 h,312,375.1593858,584.6089831937595,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,40.0,0.00937475925559962,kg kg^-1,2-4 h,312,374.229085,583.713019250691,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,50.0,0.009338258771207161,kg kg^-1,2-4 h,312,373.6012051,582.8170553076226,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,60.0,0.009312296858701857,kg kg^-1,2-4 h,312,373.1546093,581.9210913645541,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,70.0,0.009292861382433057,kg kg^-1,2-4 h,312,372.820281,581.0251274214855,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,80.0,0.009278165046147686,kg kg^-1,2-4 h,312,372.5674752,580.129163478417,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,90.0,0.009266931262815076,kg kg^-1,2-4 h,312,372.3742321,579.2331995353485,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,100.0,0.009258245357635907,kg kg^-1,2-4 h,312,372.2248175,578.33723559228,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,110.0,0.009251294702317373,kg kg^-1,2-4 h,312,372.1052526,577.4412716492114,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,120.0,0.00924532697564531,kg kg^-1,2-4 h,312,372.002596,576.5453077061429,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,130.0,0.009239718801008543,kg kg^-1,2-4 h,312,371.9061244,575.6493437630745,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,140.0,0.009233809335136766,kg kg^-1,2-4 h,312,371.80447,574.753379820006,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,150.0,0.009228570310278392,kg kg^-1,2-4 h,312,371.7143485,573.8574158769375,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,160.0,0.009224419080019025,kg kg^-1,2-4 h,312,371.6429392,572.961451933869,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,170.0,0.009220267849759661,kg kg^-1,2-4 h,312,371.5715299,572.0654879908004,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,180.0,0.009216116619500298,kg kg^-1,2-4 h,312,371.5001206,571.1695240477319,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,190.0,0.009212243822616564,kg kg^-1,2-4 h,312,371.4335009,570.2735601046634,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,200.0,0.009208371508235962,kg kg^-1,2-4 h,312,371.3668895,569.3775961615949,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,210.0,0.009204499193855362,kg kg^-1,2-4 h,312,371.3002781,568.4816322185264,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,220.0,0.009200626879474762,kg kg^-1,2-4 h,312,371.2336667,567.5856682754579,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,230.0,0.00919675455928087,kg kg^-1,2-4 h,312,371.1670552,566.6897043323894,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,240.0,0.00919288224490027,kg kg^-1,2-4 h,312,371.1004438,565.7937403893209,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,250.0,0.009189009930519668,kg kg^-1,2-4 h,312,371.0338324,564.8977764462524,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,260.0,0.009185137616139068,kg kg^-1,2-4 h,312,370.967221,564.0018125031838,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,270.0,0.009181265301758468,kg kg^-1,2-4 h,312,370.9006096,563.1058485601153,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,280.0,0.00917764890587827,kg kg^-1,2-4 h,312,370.8384005,562.2098846170468,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,290.0,0.009174290288751526,kg kg^-1,2-4 h,312,370.7806257,561.3139206739784,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,300.0,0.009170668724855818,kg kg^-1,2-4 h,312,370.7183277,560.4179567309099,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,310.0,0.00916630701277686,kg kg^-1,2-4 h,312,370.6432977,559.5219927878413,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,320.0,0.009161913862421314,kg kg^-1,2-4 h,312,370.5677269,558.6260288447728,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,330.0,0.009156498223975474,kg kg^-1,2-4 h,312,370.4745673,557.7300649017043,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,340.0,0.00915108258552964,kg kg^-1,2-4 h,312,370.3814077,556.8341009586358,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,350.0,0.009144778123988622,kg kg^-1,2-4 h,312,370.2729586,555.9381370155672,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,360.0,0.009138255239672795,kg kg^-1,2-4 h,312,370.1607522,555.0421730724987,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,370.0,0.009131054955834493,kg kg^-1,2-4 h,312,370.0368932,554.1462091294302,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,380.0,0.00912336881459192,kg kg^-1,2-4 h,312,369.9046765,553.2502451863618,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,390.0,0.009115230323753186,kg kg^-1,2-4 h,312,369.7646785,552.3542812432933,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,400.0,0.009106321938122231,kg kg^-1,2-4 h,312,369.6114368,551.4583173002247,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,410.0,0.009097198367719436,kg kg^-1,2-4 h,312,369.4544935,550.5623533571562,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,420.0,0.009087005483169042,kg kg^-1,2-4 h,312,369.2791559,549.6663894140877,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,430.0,0.009076812598618653,kg kg^-1,2-4 h,312,369.1038183,548.7704254710192,0.0,1,vector centerline interpolation
4,9,Mixed-SGS,45MS,q_t,height_m,440.0,0.009065301689900843,kg kg^-1,2-4 h,312,368.9058081,547.8744615279506,0.0,1,vector centerline interpolation
